승인일자,가맹점,금액,제출자,증빙파일명
2026-07-24,파킹클라우드 역삼,89500,박도윤,RC-202607-0756.jpg
2026-07-24,청담물갈비,134000,박도윤,RC-202607-0757.jpg
2026-07-24,청담물갈비,400000,박도윤,RC-202607-0758.jpg
2026-07-24,일렉트로마트 강남,20900,서준영,RC-202607-0759.jpg
2026-07-24,본죽 삼성점,44500,서준영,RC-202607-0760.jpg
2026-07-24,미도인 역삼,58500,서준영,RC-202607-0761.jpg
2026-07-24,김밥천국 역삼점,85000,서준영,RC-202607-0762.jpg
2026-07-24,오피스디포 강남점,85200,서준영,RC-202607-0763.jpg
2026-07-24,한우다이닝 청담,357000,서준영,RC-202607-0764.jpg
2026-07-24,본죽 삼성점,7000,오하은,RC-202607-0765.jpg
2026-07-24,파킹클라우드 역삼,55300,오하은,RC-202607-0766.jpg
2026-07-24,서울개인택시조합,84800,오하은,RC-202607-0767.jpg
2026-07-24,명동칼국수 강남점,17000,윤채원,RC-202607-0768.jpg
2026-07-24,본죽 삼성점,78000,윤채원,RC-202607-0769.jpg
2026-07-24,알라딘 중고서점 강남,269700,윤채원,RC-202607-0770.jpg
2026-07-24,김가네 선릉점,22500,이하준,RC-202607-0771.jpg
2026-07-24,서브웨이 강남파이낸스,23500,이하준,RC-202607-0772.jpg
2026-07-24,김밥천국 역삼점,35000,이하준,RC-202607-0773.jpg
2026-07-24,스타벅스 삼성점,76000,이하준,RC-202607-0774.jpg
2026-07-24,SRT 수서역,18500,임시우,RC-202607-0775.jpg
2026-07-24,티머니 충전,72800,임시우,RC-202607-0776.jpg
2026-07-24,한솥도시락 역삼,74000,임시우,RC-202607-0777.jpg
2026-07-24,교보문고 광화문,252900,임시우,RC-202607-0778.jpg
2026-07-24,삼원가든 신사,463000,임시우,RC-202607-0779.jpg
2026-07-24,티머니 충전,4500,정예린,RC-202607-0780.jpg
2026-07-24,서울개인택시조합,67800,정예린,RC-202607-0781.jpg
2026-07-24,미도인 역삼,88000,정예린,RC-202607-0782.jpg
2026-07-24,역삼포차,178000,정예린,RC-202607-0783.jpg
2026-07-24,삼원가든 신사,216000,정예린,RC-202607-0784.jpg
2026-07-24,알파문구 선릉,20000,조유나,RC-202607-0785.jpg
2026-07-24,스타벅스 삼성점,79500,최민서,RC-202607-0786.jpg
2026-07-24,김가네 선릉점,89000,최민서,RC-202607-0787.jpg
2026-07-24,청담물갈비,238000,최민서,RC-202607-0788.jpg
2026-07-24,SRT 수서역,6300,한지훈,RC-202607-0789.jpg
2026-07-24,스타벅스 삼성점,18500,한지훈,RC-202607-0790.jpg
2026-07-24,서브웨이 강남파이낸스,19500,한지훈,RC-202607-0791.jpg
2026-07-24,명동칼국수 강남점,32500,한지훈,RC-202607-0792.jpg
2026-07-24,카카오T 블루,45600,한지훈,RC-202607-0793.jpg
2026-07-24,서울개인택시조합,46900,한지훈,RC-202607-0794.jpg
2026-07-24,코레일 서울역,87200,한지훈,RC-202607-0795.jpg
2026-07-24,호텔현대 울산,113000,한지훈,RC-202607-0796.jpg
2026-07-24,삼원가든 신사,403000,한지훈,RC-202607-0797.jpg
2026-07-25,일렉트로마트 강남,95400,강지호,RC-202607-0798.jpg
2026-07-25,이디야커피 역삼점,12500,박도윤,RC-202607-0799.jpg
2026-07-25,인프런,137100,서준영,RC-202607-0800.jpg
2026-07-25,오피스디포 강남점,111300,정예린,RC-202607-0801.jpg
2026-07-26,교보문고 광화문,306100,이하준,RC-202607-0802.jpg
2026-07-26,파킹클라우드 역삼,15800,정예린,RC-202607-0803.jpg
2026-07-27,투썸플레이스 선릉점,13000,강지호,RC-202607-0804.jpg
2026-07-27,스타벅스 삼성점,24000,강지호,RC-202607-0805.jpg
2026-07-27,이디야커피 역삼점,51000,강지호,RC-202607-0806.jpg
2026-07-27,스타벅스 삼성점,71000,강지호,RC-202607-0807.jpg
2026-07-27,역삼포차,344000,강지호,RC-202607-0808.jpg
2026-07-27,다이소 역삼점,9900,김서연,RC-202607-0809.jpg
2026-07-27,김밥천국 역삼점,24500,김서연,RC-202607-0810.jpg
2026-07-27,파킹클라우드 역삼,61400,박도윤,RC-202607-0811.jpg
2026-07-27,서울개인택시조합,80900,박도윤,RC-202607-0812.jpg
2026-07-27,투썸플레이스 선릉점,85500,박도윤,RC-202607-0813.jpg
2026-07-27,라마다 대전,164000,서준영,RC-202607-0814.jpg
2026-07-27,영풍문고 종로,320100,서준영,RC-202607-0815.jpg
2026-07-27,하이패스 자동결제,6700,오하은,RC-202607-0816.jpg
2026-07-27,알라딘 중고서점 강남,69700,오하은,RC-202607-0817.jpg
2026-07-27,투썸플레이스 선릉점,84500,오하은,RC-202607-0818.jpg
2026-07-27,이디야커피 역삼점,13500,윤채원,RC-202607-0819.jpg
2026-07-27,이디야커피 역삼점,21500,윤채원,RC-202607-0820.jpg
2026-07-27,한솥도시락 역삼,34000,윤채원,RC-202607-0821.jpg
2026-07-27,베스트웨스턴 구로,146000,윤채원,RC-202607-0822.jpg
2026-07-27,영풍문고 종로,225500,윤채원,RC-202607-0823.jpg
2026-07-27,김가네 선릉점,16000,이하준,RC-202607-0824.jpg
2026-07-27,티머니 충전,32000,이하준,RC-202607-0825.jpg
2026-07-27,이디야커피 역삼점,37500,이하준,RC-202607-0826.jpg
2026-07-27,투썸플레이스 선릉점,62500,이하준,RC-202607-0827.jpg
2026-07-27,김가네 선릉점,90500,이하준,RC-202607-0828.jpg
2026-07-27,서브웨이 강남파이낸스,50000,임시우,RC-202607-0829.jpg
2026-07-27,스타벅스 삼성점,69000,임시우,RC-202607-0830.jpg
2026-07-27,김밥천국 역삼점,70000,임시우,RC-202607-0831.jpg
2026-07-27,호텔현대 울산,107000,임시우,RC-202607-0832.jpg
2026-07-27,스타벅스 삼성점,31000,정예린,RC-202607-0833.jpg
2026-07-27,하이패스 자동결제,39400,정예린,RC-202607-0834.jpg
2026-07-27,서브웨이 강남파이낸스,55500,정예린,RC-202607-0835.jpg
2026-07-27,미도인 역삼,67500,정예린,RC-202607-0836.jpg
2026-07-27,청담물갈비,362000,정예린,RC-202607-0837.jpg
2026-07-27,스시조 소공,633000,정예린,RC-202607-0838.jpg
2026-07-27,김밥천국 역삼점,25500,조유나,RC-202607-0839.jpg
2026-07-27,파킹클라우드 역삼,23500,최민서,RC-202607-0840.jpg
2026-07-27,쿠팡비즈,58500,최민서,RC-202607-0841.jpg
2026-07-27,일렉트로마트 강남,27100,한지훈,RC-202607-0842.jpg
2026-07-27,이디야커피 역삼점,65000,한지훈,RC-202607-0843.jpg
2026-07-28,서브웨이 강남파이낸스,11500,강지호,RC-202607-0844.jpg
2026-07-28,김밥천국 역삼점,17500,강지호,RC-202607-0845.jpg
2026-07-28,본죽 삼성점,25000,강지호,RC-202607-0846.jpg
2026-07-28,이디야커피 역삼점,37500,강지호,RC-202607-0847.jpg
2026-07-28,인프런,75400,강지호,RC-202607-0848.jpg
2026-07-28,김가네 선릉점,32000,박도윤,RC-202607-0849.jpg
2026-07-28,티머니 충전,79500,박도윤,RC-202607-0850.jpg
2026-07-28,미도인 역삼,48500,서준영,RC-202607-0851.jpg
2026-07-28,알라딘 중고서점 강남,78200,서준영,RC-202607-0852.jpg
2026-07-28,알파문구 선릉,135000,서준영,RC-202607-0853.jpg
2026-07-28,베스트웨스턴 구로,157000,서준영,RC-202607-0854.jpg
2026-07-28,스시조 소공,204000,오하은,RC-202607-0855.jpg
2026-07-28,스시조 소공,275000,오하은,RC-202607-0856.jpg
2026-07-28,한우다이닝 청담,529000,오하은,RC-202607-0857.jpg
2026-07-28,미도인 역삼,72500,윤채원,RC-202607-0858.jpg
2026-07-28,교보문고 광화문,135500,윤채원,RC-202607-0859.jpg
2026-07-28,라마다 대전,118000,이하준,RC-202607-0860.jpg
2026-07-28,한솥도시락 역삼,11500,임시우,RC-202607-0861.jpg
2026-07-28,카카오T 블루,60100,임시우,RC-202607-0862.jpg
2026-07-28,하남돼지집 삼성점,263000,임시우,RC-202607-0863.jpg
2026-07-28,이디야커피 역삼점,35000,정예린,RC-202607-0864.jpg
2026-07-28,서울개인택시조합,35200,정예린,RC-202607-0865.jpg
2026-07-28,김가네 선릉점,60500,정예린,RC-202607-0866.jpg
2026-07-28,다이소 역삼점,126000,정예린,RC-202607-0867.jpg
2026-07-28,한솥도시락 역삼,30500,조유나,RC-202607-0868.jpg
2026-07-28,한솥도시락 역삼,31000,조유나,RC-202607-0869.jpg
2026-07-28,쿠팡비즈,44900,조유나,RC-202607-0870.jpg
2026-07-28,인프런,172700,조유나,RC-202607-0871.jpg
2026-07-28,알파문구 선릉,77500,최민서,RC-202607-0872.jpg
2026-07-28,청담물갈비,361000,최민서,RC-202607-0873.jpg
2026-07-28,카카오T 블루,5300,한지훈,RC-202607-0874.jpg
2026-07-28,미도인 역삼,9000,한지훈,RC-202607-0875.jpg
2026-07-28,이디야커피 역삼점,11500,한지훈,RC-202607-0876.jpg
2026-07-28,투썸플레이스 선릉점,47000,한지훈,RC-202607-0877.jpg
2026-07-28,투썸플레이스 선릉점,58500,한지훈,RC-202607-0878.jpg
2026-07-28,알파문구 선릉,117100,한지훈,RC-202607-0879.jpg
2026-07-28,역삼포차,347000,한지훈,RC-202607-0880.jpg
2026-07-29,명동칼국수 강남점,36500,강지호,RC-202607-0881.jpg
2026-07-29,미도인 역삼,82000,강지호,RC-202607-0882.jpg
2026-07-29,알파문구 선릉,21100,김서연,RC-202607-0883.jpg
2026-07-29,이디야커피 역삼점,33000,김서연,RC-202607-0884.jpg
2026-07-29,투썸플레이스 선릉점,35500,김서연,RC-202607-0885.jpg
2026-07-29,다이소 역삼점,128800,김서연,RC-202607-0886.jpg
2026-07-29,명동칼국수 강남점,35000,박도윤,RC-202607-0887.jpg
2026-07-29,한우다이닝 청담,425000,박도윤,RC-202607-0888.jpg
2026-07-29,김밥천국 역삼점,11000,서준영,RC-202607-0889.jpg
2026-07-29,코레일 서울역,15000,서준영,RC-202607-0890.jpg
2026-07-29,카카오T 블루,21400,서준영,RC-202607-0891.jpg
2026-07-29,코레일 서울역,51800,서준영,RC-202607-0892.jpg
2026-07-29,김가네 선릉점,86500,서준영,RC-202607-0893.jpg
2026-07-29,이디야커피 역삼점,7000,오하은,RC-202607-0894.jpg
2026-07-29,하이패스 자동결제,12100,오하은,RC-202607-0895.jpg
2026-07-29,코레일 서울역,33700,윤채원,RC-202607-0896.jpg
2026-07-29,이디야커피 역삼점,41500,윤채원,RC-202607-0897.jpg
2026-07-29,SRT 수서역,73300,윤채원,RC-202607-0898.jpg
2026-07-29,신라스테이 역삼,114000,윤채원,RC-202607-0899.jpg
2026-07-29,한솥도시락 역삼,56500,이하준,RC-202607-0900.jpg
2026-07-29,하남돼지집 삼성점,409000,이하준,RC-202607-0901.jpg
2026-07-29,코레일 서울역,31700,임시우,RC-202607-0902.jpg
2026-07-29,서브웨이 강남파이낸스,92000,임시우,RC-202607-0903.jpg
2026-07-29,명동칼국수 강남점,67000,정예린,RC-202607-0904.jpg
2026-07-29,카카오T 블루,81300,정예린,RC-202607-0905.jpg
2026-07-29,미도인 역삼,88500,정예린,RC-202607-0906.jpg
2026-07-29,일렉트로마트 강남,127000,정예린,RC-202607-0907.jpg
2026-07-29,서울개인택시조합,28900,조유나,RC-202607-0908.jpg
2026-07-29,한솥도시락 역삼,91000,조유나,RC-202607-0909.jpg
2026-07-29,한솥도시락 역삼,91500,조유나,RC-202607-0910.jpg
2026-07-29,하남돼지집 삼성점,175000,조유나,RC-202607-0911.jpg
2026-07-29,김가네 선릉점,24000,최민서,RC-202607-0912.jpg
2026-07-29,오피스디포 강남점,27700,최민서,RC-202607-0913.jpg
2026-07-29,오피스디포 강남점,32500,최민서,RC-202607-0914.jpg
2026-07-29,일렉트로마트 강남,84900,최민서,RC-202607-0915.jpg
2026-07-29,호텔현대 울산,160000,최민서,RC-202607-0916.jpg
2026-07-29,일렉트로마트 강남,40400,한지훈,RC-202607-0917.jpg
2026-07-29,명동칼국수 강남점,56500,한지훈,RC-202607-0918.jpg
2026-07-29,김가네 선릉점,61500,한지훈,RC-202607-0919.jpg
2026-07-29,서브웨이 강남파이낸스,80500,한지훈,RC-202607-0920.jpg
2026-07-30,김밥천국 역삼점,13500,강지호,RC-202607-0921.jpg
2026-07-30,김가네 선릉점,20500,강지호,RC-202607-0922.jpg
2026-07-30,오피스디포 강남점,30800,강지호,RC-202607-0923.jpg
2026-07-30,명동칼국수 강남점,68000,강지호,RC-202607-0924.jpg
2026-07-30,서울개인택시조합,25100,김서연,RC-202607-0925.jpg
2026-07-30,서울개인택시조합,53900,김서연,RC-202607-0926.jpg
2026-07-30,코레일 서울역,56400,김서연,RC-202607-0927.jpg
2026-07-30,역삼포차,291000,김서연,RC-202607-0928.jpg
2026-07-30,코레일 서울역,19200,박도윤,RC-202607-0929.jpg
2026-07-30,쿠팡비즈,33500,박도윤,RC-202607-0930.jpg
2026-07-30,김가네 선릉점,80500,박도윤,RC-202607-0931.jpg
2026-07-30,김밥천국 역삼점,80000,서준영,RC-202607-0932.jpg
2026-07-30,명동칼국수 강남점,82000,서준영,RC-202607-0933.jpg
2026-07-30,스타벅스 삼성점,81500,오하은,RC-202607-0934.jpg
2026-07-30,스타벅스 삼성점,25500,윤채원,RC-202607-0935.jpg
2026-07-30,미도인 역삼,35500,윤채원,RC-202607-0936.jpg
2026-07-30,한솥도시락 역삼,58500,윤채원,RC-202607-0937.jpg
2026-07-30,영풍문고 종로,213400,이하준,RC-202607-0938.jpg
2026-07-30,티머니 충전,59600,임시우,RC-202607-0939.jpg
2026-07-30,김밥천국 역삼점,64500,임시우,RC-202607-0940.jpg
2026-07-30,하이패스 자동결제,20700,정예린,RC-202607-0941.jpg
2026-07-30,이디야커피 역삼점,33500,정예린,RC-202607-0942.jpg
2026-07-30,김밥천국 역삼점,38500,정예린,RC-202607-0943.jpg
2026-07-30,김가네 선릉점,91000,정예린,RC-202607-0944.jpg
2026-07-30,광화문곱창 강남,217000,정예린,RC-202607-0945.jpg
2026-07-30,삼원가든 신사,365000,정예린,RC-202607-0946.jpg
2026-07-30,쿠팡비즈,49900,조유나,RC-202607-0947.jpg
2026-07-30,영풍문고 종로,160700,조유나,RC-202607-0948.jpg
2026-07-30,스타벅스 삼성점,15500,최민서,RC-202607-0949.jpg
2026-07-30,쿠팡비즈,73000,최민서,RC-202607-0950.jpg
2026-07-30,파킹클라우드 역삼,35700,한지훈,RC-202607-0951.jpg
2026-07-30,알파문구 선릉,52800,한지훈,RC-202607-0952.jpg
2026-07-30,김밥천국 역삼점,71000,한지훈,RC-202607-0953.jpg
2026-07-30,역삼포차,143000,한지훈,RC-202607-0954.jpg
2026-07-30,광화문곱창 강남,179000,한지훈,RC-202607-0955.jpg
2026-07-30,스시조 소공,233000,한지훈,RC-202607-0956.jpg
2026-07-31,티머니 충전,21000,강지호,RC-202607-0957.jpg
2026-07-31,김가네 선릉점,41500,강지호,RC-202607-0958.jpg
2026-07-31,서울개인택시조합,63800,강지호,RC-202607-0959.jpg
2026-07-31,청담물갈비,471000,강지호,RC-202607-0960.jpg
2026-07-31,티머니 충전,47400,김서연,RC-202607-0961.jpg
2026-07-31,투썸플레이스 선릉점,65000,김서연,RC-202607-0962.jpg
2026-07-31,티머니 충전,76500,김서연,RC-202607-0963.jpg
2026-07-31,오피스디포 강남점,26600,박도윤,RC-202607-0964.jpg
2026-07-31,SRT 수서역,33100,박도윤,RC-202607-0965.jpg
2026-07-31,코레일 서울역,76400,박도윤,RC-202607-0966.jpg
2026-07-31,하남돼지집 삼성점,226000,박도윤,RC-202607-0967.jpg
2026-07-31,김밥천국 역삼점,32000,서준영,RC-202607-0968.jpg
2026-07-31,알라딘 중고서점 강남,144500,오하은,RC-202607-0969.jpg
2026-07-31,카카오T 블루,41500,윤채원,RC-202607-0970.jpg
2026-07-31,티머니 충전,93600,이하준,RC-202607-0971.jpg
2026-07-31,김밥천국 역삼점,12000,임시우,RC-202607-0972.jpg
2026-07-31,투썸플레이스 선릉점,27000,임시우,RC-202607-0973.jpg
2026-07-31,스타벅스 삼성점,36500,임시우,RC-202607-0974.jpg
2026-07-31,알파문구 선릉,50500,임시우,RC-202607-0975.jpg
2026-07-31,일렉트로마트 강남,112900,임시우,RC-202607-0976.jpg
2026-07-31,광화문곱창 강남,355000,임시우,RC-202607-0977.jpg
2026-07-31,티머니 충전,6600,정예린,RC-202607-0978.jpg
2026-07-31,스타벅스 삼성점,53000,정예린,RC-202607-0979.jpg
2026-07-31,티머니 충전,69800,정예린,RC-202607-0980.jpg
2026-07-31,코레일 서울역,87200,정예린,RC-202607-0981.jpg
2026-07-31,알파문구 선릉,128800,정예린,RC-202607-0982.jpg
2026-07-31,서울개인택시조합,19500,조유나,RC-202607-0983.jpg
2026-07-31,서브웨이 강남파이낸스,20000,조유나,RC-202607-0984.jpg
2026-07-31,한솥도시락 역삼,40500,조유나,RC-202607-0985.jpg
2026-07-31,SRT 수서역,44400,조유나,RC-202607-0986.jpg
2026-07-31,한솥도시락 역삼,51000,조유나,RC-202607-0987.jpg
2026-07-31,김밥천국 역삼점,81500,조유나,RC-202607-0988.jpg
2026-07-31,스시조 소공,392000,조유나,RC-202607-0989.jpg
2026-07-31,삼원가든 신사,622000,조유나,RC-202607-0990.jpg
2026-07-31,SRT 수서역,41200,최민서,RC-202607-0991.jpg
2026-07-31,김가네 선릉점,66500,최민서,RC-202607-0992.jpg
2026-07-31,일렉트로마트 강남,118500,최민서,RC-202607-0993.jpg
2026-07-31,코레일 서울역,8300,한지훈,RC-202607-0994.jpg
2026-07-31,쿠팡비즈,51900,한지훈,RC-202607-0995.jpg
2026-07-31,하이패스 자동결제,77500,한지훈,RC-202607-0996.jpg
2026-07-31,하남돼지집 삼성점,426000,한지훈,RC-202607-0997.jpg
